Site, Line, Product, Date Time, Adaptive Length, Caliper Length, Color; L, Diameter; Avg, External Measurement Weight 0, Height; Avg, Max Edge Fat Width, Single Caliper Width, Tail Length, Total Fat Percent Area, Total Fat Top Area,% Compliance Weight,% Compliance Thickness
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:10 PM, ,4.09226, , ,6.26,1.495,0,2.1503, , ,0.0689217, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:16 PM, ,3.98457, , ,6.22,1.43535,0,2.64855, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:26 PM, ,3.90713, , ,6.04,1.33349,0,2.61315, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:32 PM, ,4.00608, , ,5.56,1.4118,0,2.36195, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:36 PM, ,3.86499, , ,6.18,1.26516,0,3.26498, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:47 PM, ,3.31479, , ,5.66,1.46002,0,2.90023, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:53 PM, ,4.18101, , ,5.58,1.11241,0,3.48592, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:49:59 PM, ,3.85342, , ,6.28,1.33404,0,3.37269, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:50:05 PM, ,3.58608, , ,5.56,1.46421,0,2.51574, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:50:11 PM, ,3.76234, , ,6.38,1.43981,0,3.34398, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:50:25 PM, ,3.57683, , ,5.52,1.64086,0,3.0569, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:50:34 PM, ,3.75415, , ,5.68,1.31597,0,3.00161, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:50:40 PM, ,4.01068, , ,6.3,1.43622,0,2.53871, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:51:36 PM, ,3.72398, , ,6.24,1.40033,0,3.07653, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:06 PM, ,3.895, , ,5.5,1.23621,0,3.04452, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:11 PM, ,4.07318, , ,5.74,1.3509,0,3.06456, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:16 PM, ,4.19148, , ,6.04,1.40166,0,2.65161, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:21 PM, ,4.26303, , ,6.42,1.38261,0,2.52573, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:27 PM, ,3.67605, , ,6.16,1.52551,0,2.85727, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:33 PM, ,4.23627, , ,6.52,1.23543,0,3.71555, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:38 PM, ,3.47201, , ,6.12,1.50066,0,2.90695, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:44 PM, ,3.82291, , ,6.22,1.31455,0,3.07804, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:51 PM, ,3.90146, , ,6.18,1.74006,0,2.006, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:52:58 PM, ,3.54513, , ,5.64,1.25379,0,3.20916, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:04 PM, ,4.12805, , ,6.36,1.26212,0,3.5134, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:09 PM, ,3.643, , ,5.88,1.23612,0,3.21416, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:11 PM, ,3.36942, , ,5.94,1.4838,0,2.76728, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:14 PM, ,3.95591, , ,6.26,1.25762,0,2.86999, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:22 PM, ,3.69073, , ,5.58,1.43514,0,2.60659, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:30 PM, ,3.65742, , ,6.3,1.29004,0,3.35397, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:34 PM, ,3.55353, , ,5.58,1.47989,0,2.52923, , ,0, ,
Generic Butcher Company,Generic, 6 oz Sirloin Slab, 6/7/2024 3:53:37 PM, ,3.6685, , ,6.22,1.33265,0,2.50766, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:06:40 PM, ,3.74618, , ,5.32,1.44852,0,2.63168, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:06:47 PM, ,3.5581, , ,5.28,1.21951,0,3.05441, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:06:53 PM, ,3.62089, , ,5.28,1.39976,0,2.5277, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:06:58 PM, ,3.44907, , ,5.2,1.44107,0,2.88427, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:04 PM, ,3.27231, , ,5.32,1.53085,0,2.9319, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:15 PM, ,3.53062, , ,5.4,1.45025,0,3.19169, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:22 PM, ,3.61835, , ,5.16,1.41603,0,2.58251, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:27 PM, ,3.72755, , ,4.8,1.14207,0,2.93763, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:33 PM, ,3.59527, , ,5.22,1.19354,0,3.08872, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:38 PM, ,3.5167, , ,5.34,1.39551,0,2.74308, , ,0.0942449, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:43 PM, ,3.72904, , ,4.46,1.17556,0,2.79414, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:49 PM, ,3.50587, , ,5.14,1.3626,0,2.87308, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:07:55 PM, ,3.79721, , ,5.38,1.19302,0,2.93892, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:00 PM, ,3.41595, , ,5.24,1.34304,0,3.04696, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:05 PM, ,3.43597, , ,4.48,1.27373,0,3.05592, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:17 PM, ,4.10309, , ,5.5,1.34276,0,2.52955, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:22 PM, ,3.64982, , ,4.46,1.11519,0,3.16225, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:29 PM, ,3.5097, , ,5.24,1.16652,0,3.34772, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:34 PM, ,3.67106, , ,5.34,1.44113,0,2.61948, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:39 PM, ,3.30614, , ,5.32,1.47459,0,2.83279, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:45 PM, ,3.61261, , ,5.26,1.36095,0,2.64327, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:50 PM, ,3.54419, , ,5.1,1.21691,0,3.17337, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:08:57 PM, ,3.40125, , ,4.52,1.1824,0,2.8007, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:03 PM, ,3.19722, , ,4.74,1.23006,0,3.05366, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:08 PM, ,3.3962, , ,4.56,1.44563,0,2.39548, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:14 PM, ,3.9236, , ,5.2,1.33774,0,2.62706, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:19 PM, ,3.3979, , ,5.48,1.39155,0,2.75519, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:25 PM, ,4.07338, , ,4.88,1.36018,0,2.06515, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:31 PM, ,3.62205, , ,4.66,1.29783,0,3.40875, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:47 PM, ,4.01595, , ,5.02,1.55404,0,2.25106, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:53 PM, ,3.43341, , ,5.42,1.35446,0,2.93128, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:09:59 PM, ,3.36798, , ,4.82,1.21227,0,3.14214, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:04 PM, ,3.46523, , ,4.58,1.4358,0,2.02943, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:10 PM, ,3.85493, , ,5.36,1.57271,0,2.5925, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:16 PM, ,3.01926, , ,4.76,1.30407,0,2.82729, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:22 PM, ,3.36705, , ,4.74,1.3852,0,2.45277, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:32 PM, ,4.14527, , ,4.82,1.36375,0,1.59058, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:38 PM, ,4.19936, , ,5.32,1.25866,0,2.96303, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:47 PM, ,3.58438, , ,4.76,1.47954,0,2.12764, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:10:54 PM, ,4.2222, , ,5.52,1.34675,0,1.99931, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:11:01 PM, ,3.5714, , ,5.16,1.41397,0,2.52958, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:11:32 PM, ,3.62956, , ,5.16,1.30762,0,2.31258, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:11:38 PM, ,3.38444, , ,4.46,1.337,0,2.18004, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:11:47 PM, ,3.70184, , ,5.5,1.26268,0,2.89186, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:01 PM, ,3.18296, , ,4.8,1.34621,0,2.81304, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:05 PM, ,3.7196, , ,5.04,1.30478,0,2.3287, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:12 PM, ,3.48913, , ,4.44,1.332,0,2.49274, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:18 PM, ,4.30787, , ,5.48,1.22507,0,3.07847, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:23 PM, ,3.54805, , ,5,1.24041,0,2.62286, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:29 PM, ,3.28607, , ,4.6,1.28591,0,3.04554, , ,0.0243483, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:34 PM, ,3.27773, , ,4.52,1.20185,0,2.39442, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:41 PM, ,4.45324, , ,5.08,1.23923,0,2.2814, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:47 PM, ,3.59086, , ,5.36,1.15867,0,3.14331, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:12:58 PM, ,3.68006, , ,5.42,1.38197,0,2.33813, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:13:05 PM, ,3.31746, , ,4.84,1.40158,0,2.56386, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:13:22 PM, ,3.79632, , ,5.3,1.25099,0,3.105, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:13:29 PM, ,3.53945, , ,5.4,1.29121,0,3.02022, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:13:46 PM, ,3.96663, , ,5.04,1.34645,0,2.10935, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:13:52 PM, ,3.4948, , ,4.86,1.31283,0,2.34047, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:14:32 PM, ,3.78711, , ,5.18,1.23033,0,3.04239, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:14:45 PM, ,3.26733, , ,4.86,1.47319,0,2.64687, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:14:51 PM, ,3.32613, , ,4.86,1.36988,0,3.06711, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:15:00 PM, ,3.77685, , ,5.18,1.33708,0,2.55613, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:15:07 PM, ,3.33414, , ,4.68,1.28715,0,2.92931, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:15:13 PM, ,3.84581, , ,5.16,1.31138,0,2.55891, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:15:19 PM, ,3.62547, , ,4.8,1.31156,0,2.77592, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:15:28 PM, ,3.48973, , ,5.14,1.26796,0,3.16532, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:16:32 PM, ,3.47147, , ,4.44,1.19035,0,2.95125, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:16:37 PM, ,3.2868, , ,4.68,1.48583,0,1.88625, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:16:43 PM, ,3.3976, , ,4.96,1.40853,0,3.03973, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:16:49 PM, ,3.49006, , ,4.92,1.1894,0,2.86561, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:17:42 PM, ,3.28188, , ,5.22,1.22588,0,3.04786, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:17:46 PM, ,3.23712, , ,5.04,1.37147,0,2.72218, , ,0.0347345, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:17:56 PM, ,3.38411, , ,4.74,1.33778,0,2.44225, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:00 PM, ,3.55783, , ,4.66,1.18526,0,2.79807, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:07 PM, ,4.147, , ,5.38,1.3304,0,2.50668, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:12 PM, ,3.59925, , ,4.9,1.30813,0,3.11026, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:17 PM, ,3.96951, , ,5.34,1.21958,0,2.51012, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:31 PM, ,4.06084, , ,5.28,1.12584,0,2.77866, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:36 PM, ,3.49643, , ,4.66,1.20296,0,2.90136, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:41 PM, ,3.75471, , ,4.44,1.15703,0,2.32037, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:46 PM, ,3.12408, , ,4.46,1.48523,0,2.87444, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:52 PM, ,3.88018, , ,5.5,1.45267,0,2.3237, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:18:58 PM, ,3.70894, , ,5.38,1.19969,0,2.7238, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:19:05 PM, ,3.21995, , ,4.68,1.41294,0,2.81445, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:25:51 PM, ,3.74381, , ,5.26,1.2233,0,2.87022, , ,0.0162601, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:25:56 PM, ,3.3795, , ,4.62,1.19137,0,2.76022, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:08 PM, ,3.72041, , ,4.92,1.28449,0,2.35656, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:13 PM, ,3.48278, , ,4.6,1.2022,0,2.70178, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:17 PM, ,3.16796, , ,4.56,1.30438,0,2.97898, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:23 PM, ,3.64265, , ,5.52,1.497,0,2.34458, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:28 PM, ,3.46646, , ,4.48,1.15423,0,2.88972, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:34 PM, ,3.23761, , ,5.4,1.52336,0,3.10811, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:40 PM, ,3.60211, , ,5.4,1.32891,0,3.07909, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:45 PM, ,3.91237, , ,5.32,1.25301,0,2.73304, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:50 PM, ,3.40379, , ,4.44,1.29261,0,2.40915, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:26:56 PM, ,3.94326, , ,5.34,1.48807,0,2.15581, , ,0.0210977, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:08 PM, ,3.63527, , ,5.12,1.23166,0,2.88894, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:12 PM, ,3.0714, , ,4.9,1.33529,0,2.62943, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:18 PM, ,3.62309, , ,5.26,1.34294,0,2.35036, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:24 PM, ,3.56755, , ,4.92,1.22686,0,3.04408, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:29 PM, ,3.77315, , ,4.42,1.18467,0,2.97905, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:34 PM, ,3.68777, , ,4.52,1.18299,0,3.15523, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:41 PM, ,3.39412, , ,4.86,1.49232,0,2.77917, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:27:48 PM, ,3.94792, , ,5.42,1.28162,0,2.47379, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:28:08 PM, ,3.68912, , ,5.1,1.30197,0,2.45506, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:28:12 PM, ,3.34724, , ,4.6,1.19499,0,2.70096, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:28:17 PM, ,3.30921, , ,4.58,1.32666,0,2.53442, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:32:18 PM, ,3.39772, , ,4.44,1.17041,0,2.87461, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:32:25 PM, ,3.76546, , ,4.42,1.03849,0,2.72747, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:32:30 PM, ,3.47376, , ,4.6,1.31182,0,2.50129, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:32:44 PM, ,3.49255, , ,5.34,1.13564,0,3.21339, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:32:52 PM, ,3.47485, , ,4.98,1.59621,0,2.38839, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:32:58 PM, ,3.40183, , ,4.54,1.14288,0,3.22165, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:05 PM, ,4.14087, , ,5.2,1.30653,0,2.91318, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:11 PM, ,3.75178, , ,4.52,1.1712,0,2.79885, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:16 PM, ,3.48942, , ,5.06,1.47755,0,3.0869, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:21 PM, ,3.86418, , ,5.14,1.34842,0,2.68793, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:27 PM, ,4.53024, , ,4.62,1.26244,0,2.27439, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:33 PM, ,3.33565, , ,4.74,1.15249,0,3.01231, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:46 PM, ,3.77078, , ,5.38,1.46151,0,2.43766, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:33:52 PM, ,3.61262, , ,4.64,1.66907,0,2.54938, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:00 PM, ,3.37873, , ,4.7,1.15023,0,2.58476, , ,0.0472039, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:04 PM, ,3.89921, , ,5.36,1.29269,0,2.74676, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:30 PM, ,3.49704, , ,5.16,1.2641,0,3.1361, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:35 PM, ,3.42527, , ,5.08,1.30434,0,2.6309, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:41 PM, ,3.93466, , ,5.5,1.36865,0,2.25782, , ,0.0200752, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:46 PM, ,3.77894, , ,5.16,1.24322,0,3.1674, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:34:59 PM, ,4.35971, , ,5.44,1.28108,0,2.8644, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:07 PM, ,3.40775, , ,4.86,1.22976,0,2.69055, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:12 PM, ,3.55322, , ,5.16,1.58802,0,2.41166, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:15 PM, ,3.45449, , ,5.22,1.47552,0,2.75327, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:24 PM, ,3.16751, , ,5.2,1.56252,0,2.89373, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:26 PM, ,3.9616, , ,5.4,1.58473,0,2.2768, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:36 PM, ,3.38682, , ,4.42,1.55727,0,2.38991, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:44 PM, ,3.82749, , ,4.98,1.46329,0,2.23773, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:49 PM, ,3.69968, , ,4.86,1.25579,0,2.91864, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:35:56 PM, ,3.42442, , ,5.16,1.29435,0,3.08216, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:36:10 PM, ,3.83426, , ,4.98,1.51635,0,2.32097, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:36:14 PM, ,3.45785, , ,4.96,1.35736,0,2.66026, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:36:18 PM, ,3.64836, , ,5.2,1.32938,0,3.08632, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:36:24 PM, ,3.53394, , ,5.4,1.26419,0,2.7692, , ,0, ,
Generic Butcher Company,Generic, 5 oz Sirloin Slab, 6/7/2024 4:36:31 PM, ,4.02261, , ,5.36,1.44146,0,2.50277, , ,0, ,
